timestamp,log_level,service_name,message,user_id,session_id,client_ip_address
2023-02-01 01:11:40,INFO,FileService,Network Connection for user 34364.,18961,b9b0cb47-22f3-47f7-b887-43469b5418bc,209.232.136.230
2023-09-04 07:31:33,ERROR,AuthenticationService,System Change for user 78799.,50659,5a2d56dc-e35f-4850-b4b0-28790eb79a35,198.227.101.8
2023-02-24 21:57:38,INFO,UserLoginFailure,Failed Login Attempt,45848,f0168961-aaae-4be3-be9d-22dad6a20831,122.151.109.106
2023-10-06 01:24:03,INFO,PrivilegeService,File Operation for user 35517.,90548,7c54f570-e5ab-4128-aa4a-ef3e51aff79f,191.201.155.35
2023-11-11 10:07:45,ERROR,FileService,System Change for user 58046.,85488,945dbe86-7b0f-4c88-bfe0-a49ea27ce219,70.113.208.235
2023-10-15 19:29:12,WARN,PrivilegeService,Account Deletion for user 15495.,48973,d8416b0e-d814-4323-b068-35307c464341,63.3.27.242
2023-01-21 00:40:20,WARN,NetworkService,Security Alert for user 48092.,38674,bf9a3502-6b98-466b-80d4-b04c68cf4e02,169.59.40.154
2023-09-03 17:24:48,WARN,AccountService,Password Change for user 87118.,86042,f4296420-cd85-4e6b-b777-81c806f66d06,179.233.209.227
2023-07-23 21:46:52,ERROR,AuthenticationService,Network Connection for user 79778.,53662,394a4e4e-c2dc-4baa-9a8f-024e3d0170c0,131.253.70.145
2023-08-13 11:12:26,WARN,AuthenticationService,Export of Data for user 52632.,32877,2c225e1b-8550-4e15-8c7a-56dfae22d5c9,197.119.137.73
2023-04-19 12:10:59,INFO,PrivilegeService,Password Change for user 38199.,20677,e67a369e-c2d3-4d70-b362-520339a75f2a,19.165.23.11
2023-03-21 07:51:47,INFO,AccountService,Export of Data for user 95123.,91271,1dbbd9f1-2054-4e7c-b3fa-51af15149a6f,185.72.19.101
2023-07-11 03:35:59,WARN,FileService,Account Deletion for user 26010.,26833,580dcbbf-42b7-43a7-aef2-38e253358cfa,45.244.48.58
2023-10-04 17:20:39,WARN,AuthenticationService,Account Deletion for user 58055.,39372,8f7ec49b-9f46-4d01-aa3b-e3471d18b347,72.153.111.31
2023-05-08 04:50:16,WARN,NetworkService,User Logout for user 43317.,56246,ec723af7-2fe5-4a48-8dc5-0acf821765a6,214.87.71.106
2023-06-18 03:17:03,ERROR,FileService,User Logout for user 81458.,37071,b78d662a-2b69-4f91-a879-d54f374c3378,156.95.168.117
2023-07-27 06:53:31,WARN,NewAccount,Account Creation,20923,5844aa2c-9b7b-4d1c-bfff-87a33854c24d,214.140.255.82
2023-06-21 19:17:57,ERROR,AccountService,Accessed Sensitive Data for user 78434.,74630,49643bfb-c12e-4bb0-aca4-aafb7d09bc34,220.137.39.218
2023-02-12 19:51:48,ERROR,NewAccount,Account Creation,34555,21695356-a4b9-4a09-9391-7e21b6314b0a,11.59.124.35
2023-07-30 13:29:26,INFO,AuthenticationService,Account Deletion for user 28794.,34089,25964a96-220f-4e2b-914c-741763de66f6,67.237.82.16
2023-05-07 21:35:33,INFO,PrivilegeService,Password Change for user 81220.,11540,8a3a3b23-8dc4-4554-b7ae-5da5122cf765,7.122.237.198
2023-03-12 00:40:14,ERROR,FileService,User Logout for user 36257.,42934,fc553dd3-3a3d-438f-b229-59f85188769f,117.187.182.204
2023-09-19 09:14:38,INFO,AuthenticationService,Password Change for user 15682.,40396,94c721cc-180e-4a3f-bc22-f7e59896e474,186.107.206.244
2023-04-15 07:51:55,WARN,SystemService,System Change for user 35805.,92722,bf932743-e6fe-479e-9f87-449a1d3888fd,180.60.63.60
2023-10-20 09:19:34,INFO,AuthenticationService,File Operation for user 74941.,46992,8f33212a-dbd7-49b4-9b2c-909008a3884a,145.50.194.67
2023-03-15 19:37:19,ERROR,UserLoginSuccessful,User Login,90821,4a9f4f82-1254-4b1d-8b06-f543aff89ad6,210.24.160.195
2023-07-02 00:41:09,WARN,FileService,Security Alert for user 40248.,14101,e8f266c2-3170-484d-b038-58d03eeba841,27.56.255.42
2023-09-12 23:17:10,ERROR,FileService,Network Connection for user 26953.,85826,4efef6e3-884d-4212-8949-b79fd705de04,42.139.117.207
2023-10-27 09:03:08,WARN,SystemService,Accessed Sensitive Data for user 43332.,89623,49a037e0-2f61-45ce-8729-196b1f744172,187.193.120.174
2023-06-06 00:59:13,WARN,PrivilegeService,File Operation for user 99281.,47617,bca97417-a2d0-4c8b-974b-5943255b4685,111.23.143.50
2023-10-20 07:09:23,ERROR,NewAccount,Account Creation,88146,7ca2c459-df38-4a9a-8086-e22332f265a6,150.113.57.73
2023-12-21 20:59:13,WARN,SystemService,Privilege Change for user 67270.,18221,1b1dcea9-3e5b-473f-afac-5de68f7a29e2,136.128.108.34
2023-12-17 16:27:28,WARN,PrivilegeService,Export of Data for user 87500.,14486,9b457767-b695-4250-940d-964b1f812090,175.234.152.223
2023-01-10 01:38:55,ERROR,PrivilegeService,Network Connection for user 58179.,57748,ee977fab-5094-4bf7-b18f-09980de397a3,112.115.46.35
2023-12-07 16:36:08,INFO,UserLoginSuccessful,User Login,65157,d65b3c27-63da-4431-9a21-7cd2a260278c,214.175.59.201
2023-02-09 03:09:27,WARN,FileService,Accessed Sensitive Data for user 75625.,70539,82bbedb8-c7cb-4f00-a29d-625e82d53bc8,149.187.30.218
2023-08-01 05:24:19,WARN,FileService,Password Change for user 70170.,30934,c6190c1e-fdbe-4543-9f14-860360e29890,57.159.48.250
2023-08-26 07:28:50,INFO,NetworkService,Accessed Sensitive Data for user 43541.,28025,1c0c4bfe-bccb-4f79-92f5-d2068eb8dd10,78.26.16.110
2023-11-23 03:40:29,ERROR,PrivilegeService,Password Change for user 36314.,67391,9883e7b9-ca91-4a14-b01b-f9b759336817,212.69.213.75
2023-06-25 11:52:15,ERROR,PrivilegeService,User Logout for user 35382.,62228,a4ac83a5-dee3-4e81-9bfc-5ae468bd4420,36.109.67.80
2023-10-05 14:42:20,INFO,PrivilegeService,User Logout for user 40616.,84297,ae722861-ad30-472d-8f16-ae23c4fe6a05,188.88.21.24
2023-05-12 05:37:39,ERROR,NewAccount,Account Creation,57993,a225f1f8-8416-47c1-be01-b5721eef5aab,209.25.22.137
2023-07-30 05:29:02,WARN,FileService,Password Change for user 66036.,83239,075eaa59-c82e-457f-a7a1-58b8f7a940fa,188.194.214.76
2023-03-28 16:22:05,ERROR,SystemService,Security Alert for user 83585.,37178,d41fcf73-2c76-462b-9759-2a9fba1e712d,44.251.2.132
2023-09-08 18:34:30,ERROR,NetworkService,System Change for user 17567.,45306,b8e5d437-3f2f-4e58-8ba4-41cfd829ebeb,187.34.227.255
2023-04-29 05:52:42,WARN,UserLoginSuccessful,User Login,95253,525e1e9c-7904-4da6-8674-babf056e3cad,92.223.92.189
2023-11-09 04:08:32,WARN,UserLoginFailure,Failed Login Attempt,83208,de8fa299-ef53-4a7d-a189-65e76785b5dd,187.150.238.0
2023-10-17 20:24:23,ERROR,UserLoginFailure,Failed Login Attempt,50992,647bb5d9-6d96-422f-a8e1-97efa63d22d9,35.122.36.162
2023-03-19 23:30:14,INFO,UserLoginFailure,Failed Login Attempt,69748,159ec939-cdc4-4de8-bc48-ee0912bb388b,22.87.11.66
2023-04-27 02:25:12,ERROR,AuthenticationService,System Change for user 59288.,59002,e9db3f77-7db5-4fda-9ccb-a315beb200df,130.2.102.120
2023-02-18 19:03:33,ERROR,NetworkService,File Operation for user 96649.,18181,d14cc83d-fab7-4af1-86c5-016d1501b10d,8.216.192.67
2023-02-12 15:39:29,ERROR,NewAccount,Account Creation,35943,9810d6f0-1d8d-4f82-b238-e9bb081a84be,139.137.65.242
2023-02-08 14:13:28,INFO,NewAccount,Account Creation,15717,7d23c944-efcc-4b28-adf4-6ec9d60b7c02,72.111.71.255
2023-07-05 09:52:56,INFO,NetworkService,Export of Data for user 24088.,50606,d29c16f1-422a-4788-bdf6-67b09e5f2c18,132.74.64.216
2023-08-03 21:23:05,INFO,SystemService,File Operation for user 45884.,90864,e4250245-70bf-41f6-ac9e-a255a616d19e,167.156.79.132
2023-10-08 05:09:57,ERROR,SystemService,Accessed Sensitive Data for user 80686.,36955,1639ad43-c92d-4426-8483-2a089a8a1796,194.246.66.56
2023-12-26 03:29:31,WARN,NewAccount,Account Creation,57259,38d39d92-8143-4308-9001-c5b416da2d97,141.95.134.254
2023-02-21 04:34:51,INFO,AccountService,User Logout for user 20529.,28179,e880fbbe-9b8b-4970-ac01-8706cf2bc00e,37.167.74.228
2023-08-08 18:24:06,INFO,FileService,Accessed Sensitive Data for user 55200.,18398,3ba346aa-6df1-4dc7-ad10-dbc765259c9a,202.64.189.42
2023-06-13 00:57:31,INFO,AccountService,File Operation for user 94945.,21695,486a093e-9a59-49f1-b6a0-ac22a230eb81,49.212.181.118
2023-12-30 06:26:09,INFO,AccountService,User Logout for user 37411.,44028,69ba6e07-aa91-436a-b544-ad988dbcf811,184.183.255.143
2023-07-03 02:57:18,INFO,UserLoginFailure,Failed Login Attempt,25049,508b2e86-2ef9-4d33-a1c1-5a7d0aa27e6d,113.115.68.247
2023-12-24 22:47:59,WARN,NewAccount,Account Creation,13030,7f7f8149-6ab3-473c-8aad-09f65b9dcdd8,201.158.156.14
2023-08-23 02:05:44,INFO,NetworkService,System Change for user 76972.,90703,bca5fef3-0763-42ba-b2a7-e3ac83896317,132.102.120.192
2023-05-31 21:33:22,WARN,FileService,Password Change for user 88905.,47072,5a0ff365-0891-46e3-b283-334e2925d566,141.195.92.225
2023-08-22 15:59:45,INFO,AccountService,Account Deletion for user 18958.,93769,9f01fd8f-a89e-44da-8d28-3d01c25d9258,117.233.223.6
2023-01-01 03:04:49,WARN,AccountService,Password Change for user 57010.,64576,53ed1467-6fbc-4e38-844f-4f51816e54f0,12.11.219.135
2023-09-24 20:34:58,INFO,SystemService,Security Alert for user 14332.,41187,48c8ef80-4499-46a2-9d76-1fd4394a91f8,48.216.205.37
2023-12-02 09:43:14,INFO,UserLoginSuccessful,User Login,85393,03150907-076b-4a4f-8b23-dee189e28204,160.42.2.146
2023-11-26 06:52:27,WARN,FileService,File Operation for user 56824.,34030,68996515-9ed9-4a8f-b4ef-9c3e0c113382,84.32.38.43
2023-04-06 14:44:31,INFO,AuthenticationService,Export of Data for user 35997.,65375,60ab3b1c-19ce-43db-a16c-afb681d31093,42.171.100.1
2023-10-20 17:42:34,INFO,NewAccount,Account Creation,44860,6c1494f4-4e08-4fa2-9734-da8efa06de30,174.63.110.212
2023-08-30 03:20:00,ERROR,UserLoginFailure,Failed Login Attempt,30211,05a6215f-9f03-45e5-84c1-54da0bce659d,54.73.90.251
2023-11-14 09:22:34,WARN,AuthenticationService,Privilege Change for user 23086.,16775,5807e196-9939-4269-a2d4-ee771ae73d41,154.61.107.253
2023-06-04 17:04:44,ERROR,AuthenticationService,File Operation for user 27951.,29516,cc405c87-4e34-4a61-9464-43959ad242c1,84.235.85.138
2023-08-08 03:49:08,INFO,NetworkService,File Operation for user 34417.,83392,98b1380e-fdf1-495e-8461-350d6ffd5215,129.142.78.226
2023-08-28 01:16:55,INFO,FileService,Export of Data for user 82812.,11939,59db14c0-fe32-491b-9f72-36c4f18bb990,167.74.102.42
2023-04-26 03:41:56,WARN,UserLoginSuccessful,User Login,63250,58ab2181-ec17-483b-83dc-ace3366a785a,199.240.49.236
2023-02-24 08:39:52,WARN,NewAccount,Account Creation,85269,5a02317a-49dd-4061-8f24-ec39ae952427,41.7.9.154
2023-10-05 18:29:16,ERROR,AuthenticationService,Network Connection for user 93689.,59679,f19bb4b4-30e2-4c56-9c56-d983f914b6e6,28.126.91.204
2023-05-04 16:25:44,ERROR,NewAccount,Account Creation,81386,2eabbf90-a20f-4697-b80b-8e5687574ba7,136.33.32.11
2023-01-01 04:07:23,WARN,NewAccount,Account Creation,37444,372cf592-e564-4d9b-8d23-99bc2ce1f2c9,184.34.19.209
2023-04-28 12:39:01,ERROR,FileService,Privilege Change for user 75687.,52283,129deb35-ebca-4b24-96fe-aef404fbcc2f,83.12.151.204
2023-01-18 03:51:20,WARN,UserLoginFailure,Failed Login Attempt,80676,8e0a6e90-67d4-4375-9ca3-dce424ae93e5,80.12.55.156
2023-11-17 17:20:46,INFO,AuthenticationService,User Logout for user 39032.,84996,9811bbcd-ee40-40ee-87dc-1db88fc3ea4d,174.103.226.62
2023-05-02 11:33:52,WARN,FileService,File Operation for user 14279.,36443,9429fb27-7313-4967-b241-74d6171b4b4d,149.132.82.79
2023-02-12 20:17:02,ERROR,NetworkService,Network Connection for user 65302.,75794,265dc9c2-0993-4a35-a3f8-4fd04941d925,141.118.160.62
2023-08-02 19:41:55,INFO,FileService,User Logout for user 32674.,86847,8de401fd-6cb2-4966-9fa7-a7d18fd80f88,35.17.170.167
2023-12-18 07:36:35,ERROR,FileService,Security Alert for user 81373.,13298,88858912-ee33-484c-b03d-48eca6909a54,176.119.177.91
2023-05-01 03:01:05,INFO,FileService,System Change for user 24835.,15738,eddea6da-6e5c-4856-8e2e-1000d17b8f51,209.16.161.19
2023-05-18 11:24:17,INFO,FileService,Security Alert for user 12522.,22668,b60e8eef-176d-4038-912a-14ab9240cea6,29.96.194.114
2023-07-25 09:51:20,ERROR,PrivilegeService,Account Deletion for user 20687.,39066,4cc957ea-c6fb-48e4-8015-770ef01ed562,106.201.150.63
2023-03-14 03:49:50,INFO,FileService,Password Change for user 38208.,80891,ea358903-f52b-49b5-823a-18440066d74e,117.94.99.89
2023-12-08 05:03:51,WARN,NewAccount,Account Creation,52978,0a321bbf-261a-4d1b-ad5f-a21e003e5f69,69.145.182.138
2023-02-21 19:17:11,INFO,AccountService,Password Change for user 85323.,32562,3311038b-2ed7-4149-8a01-598a2892ced8,142.241.168.55
2023-10-18 08:24:09,WARN,SystemService,Privilege Change for user 24219.,16387,1aac6e03-2644-43dd-b240-38cebc278cb2,75.23.140.228
2023-08-16 11:55:14,WARN,FileService,Password Change for user 15723.,26483,f4534135-74a7-4b88-b3ff-9c1135111ba1,116.74.242.196
2023-09-10 09:19:36,WARN,AccountService,Network Connection for user 43390.,24340,63929c41-b25e-4c0f-92f8-5b61c5702d69,58.158.220.252
2023-05-06 02:45:34,WARN,PrivilegeService,Accessed Sensitive Data for user 64791.,29640,8c15009c-e756-4592-a94b-9dd51cf67cd1,132.81.225.57
2023-09-10 16:08:11,ERROR,FileService,Password Change for user 13354.,79008,0bfb5ea6-3dd8-49ad-ba38-c85e561f35a4,60.251.190.9
2023-03-28 07:45:10,ERROR,NewAccount,Account Creation,44712,ce9595a4-c6da-438e-8369-eabf3793c4b8,39.86.176.172
2023-11-05 23:20:33,ERROR,PrivilegeService,File Operation for user 57032.,35063,6580bb82-6c37-4415-aef2-135def882d85,50.53.8.23
2023-07-29 15:02:27,WARN,AccountService,File Operation for user 31400.,39176,26f692d1-8ef7-4141-b2af-8bf942f7c80c,63.237.234.26
2023-06-20 18:39:49,INFO,NetworkService,Privilege Change for user 25773.,72456,e7f0804f-58ce-4d8f-bdea-8de73e60feac,21.97.88.224
2023-07-24 01:11:23,WARN,PrivilegeService,Security Alert for user 77342.,42616,f5ea5cc0-54e7-4e0d-bd10-b282c7f98d13,195.247.186.87
2023-05-19 19:03:57,INFO,AuthenticationService,Security Alert for user 31220.,19218,5bad1e55-6178-426a-bf10-9118ce3d86e8,59.79.152.176
2023-02-13 02:13:38,INFO,NetworkService,Accessed Sensitive Data for user 73291.,96203,7c45ec84-681a-447e-b7d1-d2c45759d771,61.166.150.139
2023-01-02 02:07:41,INFO,NetworkService,Security Alert for user 67492.,42847,c01fd8cf-457d-4fc8-a9cc-d4b4418b0a90,176.141.198.84
2023-03-09 02:16:13,ERROR,FileService,File Operation for user 61111.,24871,7bee0133-b5f7-4d9e-ae81-23b310b9dac3,172.77.125.144
2023-11-20 01:50:22,INFO,AccountService,Privilege Change for user 46820.,39762,91c7f7b9-95a9-4c4e-af09-be5253024566,155.195.218.152
2023-09-28 17:34:20,INFO,UserLoginFailure,Failed Login Attempt,12442,ba19ef06-6083-4d01-b87a-b7723428f6e3,66.237.205.1
2023-06-26 00:04:42,INFO,AuthenticationService,System Change for user 76809.,63753,3b4e6a70-f318-4df6-9772-bc04699a10af,66.59.78.131
2023-02-25 08:43:35,WARN,PrivilegeService,File Operation for user 23572.,94796,24186a4e-f30f-4cfb-91f4-34866097b6a6,57.247.28.65
2023-03-31 11:36:50,ERROR,AccountService,Account Deletion for user 48829.,68339,538afb35-3cce-4d8d-ab44-7b63e2b53fa3,12.182.13.16
2023-01-17 18:10:26,INFO,AccountService,Privilege Change for user 87251.,31039,bff27e40-d980-4aef-8086-57e37aabaa61,12.26.85.102
2023-03-11 15:27:59,INFO,PrivilegeService,File Operation for user 30373.,76172,457af74b-e2af-44f9-b7ca-4042a31d026b,135.86.15.10
2023-04-10 10:57:52,ERROR,NewAccount,Account Creation,81571,76ead06f-5f78-4c75-89e3-92e85dbe9c34,169.97.178.156
2023-09-19 16:34:03,ERROR,UserLoginSuccessful,User Login,13142,6d27d315-be23-471e-b80a-16d4c370b2bc,61.72.90.27
2023-11-03 15:12:11,ERROR,UserLoginFailure,Failed Login Attempt,91729,34ba9b3a-aacf-497f-80c0-e64691c1e347,107.59.221.250
2023-11-06 06:22:05,WARN,FileService,File Operation for user 22954.,18980,1cccdf90-7658-41d2-bea4-d9eec951c9c3,208.180.118.234
2023-09-04 22:09:59,INFO,AuthenticationService,Network Connection for user 78113.,83158,34dfdd3e-1159-43a3-ac90-3b7305fbadb7,160.5.91.11
2023-09-19 05:44:02,ERROR,SystemService,Accessed Sensitive Data for user 17809.,19442,5650b0a7-d3c7-4873-91ae-067ccf77fc18,34.93.22.34
2023-11-27 02:15:06,WARN,SystemService,Account Deletion for user 43420.,36016,3290f130-7977-43ac-8ca0-4e9465e94122,33.32.77.38
2023-01-22 00:51:07,INFO,PrivilegeService,User Logout for user 60098.,42128,4612778a-a87d-4fc0-a1c4-e1dc2f9b832c,128.72.73.234
2023-10-26 01:49:36,WARN,NewAccount,Account Creation,77209,5857ac95-92da-437b-ac31-5043db7dc73c,84.38.62.231
2023-11-10 03:56:45,WARN,NewAccount,Account Creation,63683,df4eabbd-5b79-4a36-8f43-ca0f2dee7626,128.127.27.147
2023-02-18 17:39:03,ERROR,FileService,Network Connection for user 79209.,44728,f8abf366-3204-42e1-b49c-52d51dc95bd0,206.102.28.34
2023-03-03 13:25:41,INFO,FileService,System Change for user 91134.,84045,8c1eb769-a104-40e0-bdc7-a55542c0c495,136.127.212.74
2023-12-14 15:53:16,INFO,NewAccount,Account Creation,22934,4e3be1ea-b0a4-49a8-bb0a-38b0c6c40e11,179.206.134.225
2023-01-29 09:51:58,ERROR,FileService,File Operation for user 86343.,12654,5953618f-0abf-499b-bcf9-e1d0d1bbd3af,56.98.129.232
2023-03-07 16:45:59,INFO,SystemService,System Change for user 69532.,58558,f801102a-1483-4e1b-8653-e4955cc0a5de,98.184.85.215
2023-10-27 21:43:45,WARN,AuthenticationService,System Change for user 23426.,47890,b88ee3d1-e752-404f-82b7-43fbbcd23f58,108.54.198.19
2023-01-17 05:42:05,INFO,AuthenticationService,Network Connection for user 69566.,61055,38598b5f-557f-4a73-ae82-09ca449a5504,164.249.117.100
2023-07-26 19:36:12,ERROR,NewAccount,Account Creation,63413,f60db91a-4f05-43d3-88bf-536804ac485c,9.111.127.141
2023-07-17 08:57:28,INFO,AccountService,System Change for user 29159.,88633,6a4b5add-47c6-40ef-8cea-7a1f7817040f,13.219.64.139
2023-08-15 12:01:05,INFO,PrivilegeService,User Logout for user 43683.,56806,1cc3e5c7-775c-4171-8400-ee9efa4cb066,107.56.234.72
2023-04-24 06:01:02,WARN,SystemService,File Operation for user 95777.,28331,43b60e34-341e-48ad-9c29-1e4962f28363,35.58.181.103
2023-07-07 03:25:03,ERROR,AccountService,File Operation for user 32683.,69664,af143f22-bdab-413e-8d58-8b0071156bc1,1.60.165.5
2023-04-13 09:16:20,WARN,NewAccount,Account Creation,20361,6b321e70-f227-4787-b83f-1251c3689e41,81.117.231.68
2023-06-06 23:55:21,INFO,AuthenticationService,Privilege Change for user 53218.,37556,864d471c-7cf2-4963-b1dd-3f7137661d5b,174.24.139.10
2023-01-15 20:26:11,WARN,PrivilegeService,System Change for user 47888.,63801,577a4ad2-65be-4285-b376-f48c0b6d54d3,88.121.57.52
2023-04-12 09:59:40,INFO,AccountService,Accessed Sensitive Data for user 58430.,77172,121c06a3-669e-41ff-a8ec-dab437fe11a9,118.141.202.93
2023-01-10 06:06:31,INFO,UserLoginFailure,Failed Login Attempt,51099,aec8741a-c95c-487e-9fdd-4db779535274,221.245.49.188
2023-11-11 22:18:03,WARN,PrivilegeService,Account Deletion for user 87756.,75793,1ccf3b41-30a6-46fe-afe3-bdc5912727d1,73.219.134.93
2023-01-15 01:33:24,WARN,NetworkService,Export of Data for user 63916.,85531,3d87207e-6a69-4840-b3fa-5b5ecb9dd409,105.197.107.122
2023-06-13 03:55:23,ERROR,PrivilegeService,Export of Data for user 77095.,36766,a204cdf9-a909-4d71-8c1b-fe57f21aee5c,130.253.112.173
2023-09-30 05:30:22,ERROR,FileService,Export of Data for user 13581.,48982,187d9258-c723-45f8-916b-ce747e754ead,138.6.136.102
2023-01-22 18:16:58,ERROR,UserLoginSuccessful,User Login,82203,01c67134-4b71-49fc-88e2-b5802c33d17e,83.108.50.208
2023-11-12 21:48:15,INFO,NetworkService,Account Deletion for user 45518.,96191,a45cff7d-f058-40f8-b313-2ce0663c7589,183.148.26.93
2023-01-19 15:43:37,INFO,SystemService,Security Alert for user 71142.,38963,7a1698ee-f0c7-4909-ac35-d22cc80d1175,53.36.147.233
2023-05-22 00:21:52,WARN,PrivilegeService,File Operation for user 62354.,47521,8b73c35b-0b57-405e-a364-d51e5c62d738,16.9.37.141
2023-01-24 08:10:56,ERROR,AccountService,Export of Data for user 57156.,14796,fd8c3181-e49e-49f0-8ade-6ae1824723a3,61.72.126.243
2023-08-10 13:03:19,INFO,NewAccount,Account Creation,61680,89b16497-3e24-4509-8ab9-ff4f689bae37,158.184.238.226
2023-05-08 13:50:05,WARN,NetworkService,Privilege Change for user 33148.,34295,56988c27-e274-49ff-867e-2b6c98ceb312,23.247.245.53
2023-12-15 19:22:37,INFO,FileService,File Operation for user 58407.,83573,4549fc3e-ee40-46e9-a902-333f87cb717d,98.63.55.185
2023-04-05 09:35:49,INFO,UserLoginFailure,Failed Login Attempt,35110,b430ff12-0735-4cc7-8fbc-2a84437765bb,94.171.87.233
2023-01-24 04:38:37,WARN,NewAccount,Account Creation,17548,415e71c7-12d4-47f1-a0ec-a4ccbab83f0d,85.63.23.42
2023-04-04 01:27:19,INFO,UserLoginFailure,Failed Login Attempt,35139,82e0b91a-0059-46b5-9e3b-c17cafb37b2a,96.71.76.140
2023-08-05 12:18:07,WARN,AccountService,Privilege Change for user 74367.,71602,b33aadcc-fc2a-4e5a-8dd0-54c838a3d537,59.38.40.112
2023-03-05 06:05:01,WARN,PrivilegeService,Security Alert for user 49296.,47991,c782515e-6060-4a4f-916f-974fbc0b8b86,178.245.250.172
2023-01-02 03:33:56,INFO,AuthenticationService,Account Deletion for user 49606.,97742,b14caa96-8bd0-42cf-9526-8a5915719bf2,41.32.228.120
2023-10-17 18:47:19,WARN,AuthenticationService,System Change for user 55990.,56054,fbd60dca-bd95-45d0-85b4-c94a5f66fe0a,47.20.228.111
2023-05-03 01:01:39,WARN,NewAccount,Account Creation,53876,89dcda4d-dfdb-4b3a-a238-78f58b46f071,78.68.58.88
2023-01-23 05:59:47,ERROR,NewAccount,Account Creation,95598,b029e938-8a9c-406e-932d-e1ffaa42cba3,54.212.75.172
2023-11-20 00:48:48,WARN,SystemService,Accessed Sensitive Data for user 71093.,83053,d402a48d-63b8-4061-a7b3-32fc962a587b,155.177.193.178
2023-12-12 17:35:29,ERROR,AuthenticationService,Password Change for user 90490.,15278,0a865e2f-e3ac-4c23-aeea-81f0e29bbf5c,191.70.43.54
2023-01-10 15:19:42,ERROR,SystemService,Security Alert for user 31077.,14888,215f21e2-1570-4114-b1f4-eff2004ea62e,124.200.102.137
2023-03-05 13:51:08,INFO,AuthenticationService,Privilege Change for user 67135.,37723,4677fa8f-c884-4c67-aeb9-15fb9a963868,124.36.170.97
2023-12-28 17:30:41,WARN,UserLoginFailure,Failed Login Attempt,68033,1cbc06a5-3647-4aec-a8bb-221b4f51236a,202.17.41.105
2023-09-02 02:51:32,ERROR,UserLoginSuccessful,User Login,14768,aae932ac-fa81-4a03-9c95-433cf2ec65ad,33.130.218.154
2023-08-14 13:27:02,INFO,SystemService,File Operation for user 24316.,14363,6e67b8c7-34c4-4f9a-a697-5aca544650b5,131.165.243.189
2023-09-06 21:12:16,WARN,FileService,Privilege Change for user 91272.,12945,34015580-b191-4d35-b744-733b810b1921,189.175.30.120
2023-09-12 16:21:35,WARN,UserLoginSuccessful,User Login,66007,c15f3737-c8f0-423e-ba57-42effd92b3fa,184.199.48.11
2023-08-03 11:21:26,WARN,NetworkService,Network Connection for user 33348.,31744,aa9eef4d-86bd-4562-aeae-5c74d27a552e,36.11.85.149
2023-03-25 12:41:50,WARN,PrivilegeService,Export of Data for user 72948.,70872,d23b39b0-9d80-43ba-b699-e82a2e6e4226,222.156.163.31
2023-04-06 15:52:50,ERROR,AccountService,Security Alert for user 62419.,98591,5c91398d-cb85-49cc-9dcf-faa2f3e016e5,206.10.42.212
2023-07-03 10:07:51,INFO,FileService,Network Connection for user 16077.,58570,ea02ba77-55ed-4d07-a1a3-d67edbaac10a,51.190.114.78
2023-08-19 02:05:58,ERROR,PrivilegeService,Privilege Change for user 83762.,65597,a2076765-878c-4109-8cc2-070ca7d0d79a,155.57.123.107
